frameId,timestamp,num_hands,num_fingers,rh_confidence,rh_pinch_st,rh_grab_st,rh_thumb_x_dip,rh_thumb_y_dip,rh_thumb_z_dip,rh_thumb_x_pip,rh_thumb_y_pip,rh_thumb_z_pip,rh_thumb_x_mcp,rh_thumb_y_mcp,rh_thumb_z_mcp,rh_index_x_dip,rh_index_y_dip,rh_index_z_dip,rh_index_x_pip,rh_index_y_pip,rh_index_z_pip,rh_index_x_mcp,rh_index_y_mcp,rh_index_z_mcp,rh_middle_x_dip,rh_middle_y_dip,rh_middle_z_dip,rh_middle_x_pip,rh_middle_y_pip,rh_middle_z_pip,rh_middle_x_mcp,rh_middle_y_mcp,rh_middle_z_mcp,rh_ring_x_dip,rh_ring_y_dip,rh_ring_z_dip,rh_ring_x_pip,rh_ring_y_pip,rh_ring_z_pip,rh_ring_x_mcp,rh_ring_y_mcp,rh_ring_z_mcp,rh_pinky_x_dip,rh_pinky_y_dip,rh_pinky_z_dip,rh_pinky_x_pip,rh_pinky_y_pip,rh_pinky_z_pip,rh_pinky_x_mcp,rh_pinky_y_mcp,rh_pinky_z_mcp,lh_confidence,lh_pinch_st,lh_grab_st,lh_thumb_x_dip,lh_thumb_y_dip,lh_thumb_z_dip,lh_thumb_x_pip,lh_thumb_y_pip,lh_thumb_z_pip,lh_thumb_x_mcp,lh_thumb_y_mcp,lh_thumb_z_mcp,lh_index_x_dip,lh_index_y_dip,lh_index_z_dip,lh_index_x_pip,lh_index_y_pip,lh_index_z_pip,lh_index_x_mcp,lh_index_y_mcp,lh_index_z_mcp,lh_middle_x_dip,lh_middle_y_dip,lh_middle_z_dip,lh_middle_x_pip,lh_middle_y_pip,lh_middle_z_pip,lh_middle_x_mcp,lh_middle_y_mcp,lh_middle_z_mcp,lh_ring_x_dip,lh_ring_y_dip,lh_ring_z_dip,lh_ring_x_pip,lh_ring_y_pip,lh_ring_z_pip,lh_ring_x_mcp,lh_ring_y_mcp,lh_ring_z_mcp,lh_pinky_x_dip,lh_pinky_y_dip,lh_pinky_z_dip,lh_pinky_x_pip,lh_pinky_y_pip,lh_pinky_z_pip,lh_pinky_x_mcp,lh_pinky_y_mcp,lh_pinky_z_mcp
14956,9802807567,2,10,1,0.386048,0.14753,49.3184,201.919,86.7614,68.1889,191.334,118.615,102.437,171.065,158.544,36.4499,209.364,24.2128,50.3382,219.359,45.4817,75.291,224.813,86.7354,63.1916,197.012,3.22882,77.4077,211.133,28.3266,98.3119,222.352,77.3209,86.8781,195.574,2.63231,101.794,206.617,27.8192,122.407,214.29,73.2331,119.204,186.287,15.4061,129.511,194.56,33.1053,142.783,201.651,70.0955,0.891202,0.572186,0.173935,-51.0349,203.171,60.4039,-59.3003,193.286,92.6858,-86.9454,169.339,128.068,-44.3682,215.37,9.91873,-56.0066,225.681,29.0337,-77.5694,227.25,67.1234,-69.1732,214.795,-8.20346,-82.2182,224.818,15.6657,-99.2342,223.967,61.7551,-92.4276,206.888,-6.43931,-104.878,214.094,17.863,-120.645,215.032,60.5848,-119.985,199.482,6.9043,-128.549,203.309,24.4994,-138.285,202.249,59.1903
14958,9802826304,2,10,1,0.388575,0.150855,49.1623,201.68,86.8108,68.0741,191.194,118.672,102.437,171.046,158.565,36.3912,209.302,24.3205,50.2973,219.317,45.5682,75.3001,224.835,86.783,63.2,197.084,3.25978,77.4151,211.182,28.371,98.3217,222.378,77.3694,86.8868,195.623,2.66991,101.799,206.647,27.8672,122.417,214.318,73.2795,119.19,186.321,15.4504,129.496,194.579,33.1574,142.793,201.679,70.137,0.894381,0.577299,0.159907,-51.2688,203.453,60.3907,-59.4852,193.501,92.6644,-87.0491,169.442,128.034,-44.5787,215.537,9.9332,-56.1829,226.011,28.98,-77.7169,227.365,67.0943,-69.5691,215.222,-8.28587,-82.591,225.301,15.5722,-99.3832,224.076,61.7353,-92.6648,207.106,-6.51953,-105.066,214.217,17.8358,-120.792,215.136,60.5733,-120.152,199.606,6.88544,-128.702,203.413,24.4916,-138.429,202.349,59.1848
14960,9802854407,2,10,1,0.390216,0.152957,49.0385,201.59,86.8606,67.9727,191.161,118.727,102.399,171.083,158.601,36.286,209.318,24.4245,50.2148,219.337,45.6554,75.2718,224.894,86.8321,63.1602,197.17,3.3014,77.3759,211.244,28.4258,98.2941,222.439,77.4197,86.846,195.693,2.71864,101.757,206.696,27.9254,122.389,214.378,73.3294,119.125,186.372,15.5102,129.431,194.617,33.2226,142.764,201.739,70.1848,0.867885,0.581263,0.143752,-51.6477,203.952,60.3836,-59.8433,193.864,92.6207,-87.2464,169.65,128.009,-44.8335,215.712,9.92983,-56.4123,226.338,28.9078,-77.9358,227.538,67.0332,-69.9589,215.804,-8.38274,-82.9785,225.894,15.4722,-99.6035,224.246,61.6825,-92.8854,207.108,-6.54025,-105.286,214.282,17.7967,-121.012,215.303,60.532,-120.425,199.806,6.82811,-128.943,203.58,24.4569,-138.648,202.514,59.156
14961,9802863695,2,10,1,0.391605,0.153609,48.953,201.466,86.8574,67.9221,191.084,118.719,102.379,171.097,158.612,36.2175,209.338,24.4724,50.161,219.354,45.6953,75.2499,224.919,86.8514,63.1211,197.236,3.30304,77.3365,211.268,28.451,98.2716,222.464,77.4374,86.8094,195.724,2.73576,101.722,206.715,27.9471,122.366,214.402,73.3447,119.079,186.388,15.5315,129.387,194.629,33.2447,142.741,201.763,70.1973,0.868061,0.581546,0.133839,-51.7913,204.111,60.3825,-59.9797,193.993,92.6121,-87.3406,169.747,128.011,-44.9446,215.805,9.91679,-56.5165,226.453,28.8865,-78.0324,227.617,67.0173,-70.1072,216.07,-8.36025,-83.1516,226.246,15.4448,-99.7016,224.326,61.6716,-92.9642,206.996,-6.50619,-105.376,214.259,17.7985,-121.112,215.386,60.5276,-120.536,199.868,6.82781,-129.048,203.647,24.4579,-138.75,202.6,59.1586
14963,9802882329,2,10,1,0.381011,0.154394,48.818,202.341,87.3197,67.8338,191.626,119.042,102.34,171.132,158.635,36.1152,209.384,24.5474,50.0792,219.399,45.7577,75.2116,224.97,86.8864,63.0337,197.291,3.34168,77.2562,211.282,28.5083,98.2318,222.513,77.4695,86.6724,195.647,2.83136,101.603,206.64,28.0315,122.325,214.449,73.3728,118.98,186.403,15.5803,129.295,194.637,33.2929,142.697,201.807,70.2211,0.875991,0.583743,0.138885,-51.987,204.177,60.3303,-60.1601,194.096,92.5752,-87.5046,169.898,128.02,-45.1006,216.416,9.87498,-56.6803,227.055,28.845,-78.1877,227.731,66.9924,-70.0805,216.003,-8.28992,-83.1681,226.231,15.4692,-99.8583,224.443,61.6508,-93.1164,206.903,-6.48645,-105.532,214.255,17.7899,-121.271,215.508,60.5141,-120.843,199.921,6.77391,-129.305,203.714,24.4256,-138.913,202.725,59.1543
14965,9802901080,2,10,1,0.381385,0.15484,48.7133,202.251,87.3402,67.747,191.583,119.068,102.296,171.154,158.656,35.993,209.493,24.5991,49.9863,219.441,45.8214,75.1685,225.008,86.9201,62.8664,197.195,3.45828,77.1131,211.176,28.617,98.1883,222.552,77.5018,86.5765,195.627,2.89,101.51,206.6,28.0969,122.281,214.487,73.4026,118.808,186.323,15.6839,129.145,194.57,33.3779,142.652,201.844,70.2475,0.888105,0.58551,0.17011,-52.1103,204.276,60.3347,-60.2914,194.189,92.5756,-87.6212,169.992,128.032,-45.2823,216.88,9.81502,-56.8469,227.537,28.7846,-78.2925,227.789,66.9719,-69.5364,214.956,-7.939,-82.7631,225.478,15.6136,-99.9637,224.501,61.632,-93.2307,206.872,-6.4937,-105.64,214.251,17.7776,-121.378,215.57,60.5002,-121.089,199.9,6.72626,-129.511,203.722,24.3908,-139.023,202.79,59.1474
14967,9802919842,2,10,1,0.380067,0.154952,48.5647,202.158,87.3706,67.6098,191.521,119.102,102.192,171.138,158.685,35.7923,209.702,24.639,49.8255,219.488,45.9099,75.0659,225.03,86.9764,62.6096,197.068,3.60458,76.8746,210.988,28.7871,98.0877,222.584,77.5604,86.4462,195.625,2.96047,101.374,206.566,28.185,122.182,214.526,73.4604,118.655,186.294,15.7734,128.992,194.54,33.4676,142.556,201.889,70.3011,0.890267,0.58687,0.162411,-52.4568,204.507,60.2731,-60.6778,194.324,92.4736,-87.8951,170.083,127.987,-45.7363,217.096,9.72614,-57.2805,227.742,28.7142,-78.6586,227.908,66.9398,-70.0424,215.296,-8.00021,-83.2568,225.822,15.5574,-100.332,224.608,61.6169,-93.6431,206.98,-6.51961,-106.035,214.344,17.7655,-121.741,215.662,60.4998,-121.312,199.599,6.80351,-129.778,203.549,24.4186,-139.378,202.87,59.157
14969,9802938493,2,10,1,0.380278,0.159817,48.4405,202.13,87.37,67.4865,191.511,119.107,102.074,171.155,158.7,35.6915,209.555,24.667,49.7223,219.354,45.9337,74.9681,225.039,86.9774,62.4928,197.045,3.6096,76.7466,210.9,28.8336,97.9931,222.593,77.5693,86.3308,195.565,2.99288,101.248,206.48,28.2347,122.089,214.536,73.478,118.494,186.198,15.8489,128.834,194.452,33.5376,142.465,201.899,70.3266,0.892707,0.588692,0.146831,-52.7908,204.686,60.2225,-61.078,194.389,92.3697,-88.1668,170.115,127.959,-46.1786,217.238,9.66056,-57.7036,227.872,28.6667,-79.0216,227.97,66.9261,-70.7167,215.673,-8.0573,-83.9031,226.297,15.472,-100.698,224.658,61.6214,-94.0595,207.037,-6.52514,-106.433,214.392,17.7714,-122.102,215.699,60.52,-121.559,199.482,6.87736,-130.053,203.473,24.4697,-139.732,202.896,59.1881
14970,9802947866,2,10,1,0.376487,0.164986,48.3968,202.482,87.5412,67.4519,191.738,119.231,102.05,171.181,158.71,35.6548,209.418,24.7231,49.6975,219.24,45.9711,74.9714,225.066,86.9777,62.466,197.024,3.62351,76.7249,210.86,28.8554,97.9943,222.604,77.5687,86.2761,195.512,3.02294,101.203,206.415,28.2644,122.086,214.532,73.4777,118.449,186.171,15.8631,128.794,194.416,33.5535,142.454,201.883,70.3278,0.893834,0.593871,0.138845,-52.9338,204.33,60.0164,-61.2044,194.162,92.2088,-88.2776,170.092,127.949,-46.3255,217.212,9.65416,-57.836,227.879,28.6506,-79.1337,227.953,66.9213,-70.9603,215.836,-8.08492,-84.1352,226.495,15.4351,-100.811,224.645,61.6195,-94.1864,207.022,-6.52809,-106.557,214.382,17.7687,-122.217,215.689,60.5203,-121.734,199.515,6.85479,-130.207,203.488,24.4614,-139.848,202.889,59.1896
14972,9802966508,2,10,1,0.377111,0.170768,48.2357,202.354,87.5145,67.2868,191.629,119.213,101.887,171.095,158.702,35.5119,209.239,24.7524,49.5672,219.045,45.9995,74.8682,225.009,86.9695,62.3782,196.93,3.6108,76.622,210.721,28.8758,97.8941,222.539,77.5702,86.1356,195.36,3.05498,101.056,206.226,28.3159,121.983,214.455,73.4882,118.332,186.085,15.8743,128.664,194.303,33.5841,142.347,201.797,70.3446,0.901773,0.594078,0.190884,-53.2635,204.006,60.0443,-61.5338,193.915,92.2612,-88.5682,169.953,128.102,-46.4976,216.759,9.6626,-58.0007,227.5,28.6223,-79.2977,227.601,66.8933,-70.3865,213.933,-7.86785,-83.6078,224.602,15.6213,-100.976,224.306,61.5863,-94.5797,206.72,-6.67782,-106.829,213.956,17.7175,-122.394,215.377,60.5004,-122.267,199.284,6.73885,-130.623,203.221,24.4098,-140.042,202.597,59.1984
14974,9802985166,2,10,1,0.383104,0.176617,48.0631,201.728,87.3033,67.1199,191.208,119.067,101.766,170.97,158.669,35.2972,209.029,24.8041,49.3895,218.799,46.0435,74.7678,224.906,86.9445,62.2859,196.779,3.58855,76.5188,210.548,28.8714,97.7946,222.433,77.548,85.9999,195.155,3.06222,100.914,206.002,28.3354,121.883,214.346,73.4674,118.185,185.919,15.8774,128.514,194.128,33.5937,142.244,201.684,70.3238,0.876737,0.579238,0.192806,-53.7417,203.529,60.1349,-62.0732,193.425,92.3321,-89.1713,169.507,128.154,-46.8339,215.895,9.60026,-58.3569,226.339,28.7128,-79.6656,227.143,66.9691,-70.7869,213.884,-8.04224,-83.9126,224.112,15.6957,-101.347,223.91,61.6361,-95.0721,206.654,-6.71457,-107.299,213.841,17.7066,-122.789,215.042,60.5233,-122.773,199.012,6.70884,-131.092,202.941,24.3986,-140.472,202.313,59.1979
14975,9802994556,2,10,1,0.386716,0.182255,48.0787,201.549,87.2128,67.1223,191.105,119.01,101.767,170.969,158.664,35.1501,208.832,24.9147,49.2851,218.625,46.1153,74.7624,224.889,86.9309,62.2601,196.675,3.60128,76.4933,210.448,28.8817,97.7873,222.411,77.5311,85.9705,195.096,3.05889,100.887,205.94,28.3316,121.874,214.32,73.4486,118.146,185.843,15.8793,128.475,194.054,33.5944,142.233,201.655,70.3048,0.879688,0.577528,0.185771,-53.9003,203.553,60.1187,-62.2427,193.426,92.3057,-89.3152,169.494,128.138,-47.0127,215.839,9.57812,-58.5441,226.225,28.7172,-79.852,227.156,66.9709,-71.155,214.175,-8.15282,-84.2381,224.309,15.6487,-101.532,223.913,61.6407,-95.2752,206.748,-6.7202,-107.51,213.93,17.6983,-122.97,215.034,60.5286,-122.96,199.09,6.70467,-131.28,202.991,24.4003,-140.646,202.296,59.202
14977,9803013213,2,10,1,0.392878,0.188914,48.0539,201.162,87.05,67.1172,190.861,118.882,101.763,170.963,158.656,34.922,208.58,25.0694,49.1201,218.404,46.2129,74.7425,224.857,86.9083,62.2093,196.495,3.62324,76.441,210.276,28.9008,97.7649,222.374,77.5036,85.9147,194.971,3.05888,100.832,205.814,28.3317,121.85,214.28,73.4182,118.093,185.716,15.8753,128.413,193.929,33.595,142.208,201.613,70.2741,0.884645,0.576614,0.172403,-54.1652,203.605,60.0844,-62.5263,193.445,92.2561,-89.552,169.492,128.109,-47.3235,215.863,9.53978,-58.8694,226.191,28.7016,-80.173,227.182,66.9563,-71.8175,214.64,-8.3503,-84.83,224.658,15.5387,-101.85,223.913,61.6286,-95.5929,206.821,-6.73962,-107.84,213.99,17.6765,-123.276,215.007,60.5176,-123.228,199.111,6.70682,-131.577,203.013,24.3882,-140.936,202.246,59.1903
14979,9803031981,2,10,1,0.393556,0.191362,47.9907,201.041,87.0325,67.0859,190.786,118.86,101.766,170.963,158.641,34.8107,208.501,25.109,49.0451,218.303,46.2384,74.7383,224.831,86.877,62.09,196.095,3.7628,76.3466,209.971,28.9739,97.7588,222.341,77.4692,85.8588,194.799,3.07494,100.78,205.653,28.3406,121.842,214.243,73.3827,118.005,185.454,15.9276,128.326,193.703,33.6297,142.198,201.573,70.2402,0.885343,0.577539,0.152936,-54.4331,203.709,60.0118,-62.7941,193.527,92.1765,-89.7589,169.543,128.055,-47.6649,215.993,9.46514,-59.2193,226.311,28.6272,-80.5022,227.245,66.8949,-72.6225,215.336,-8.66283,-85.5357,225.174,15.3548,-102.174,223.936,61.573,-95.9075,206.863,-6.795,-108.165,214.018,17.6203,-123.584,214.989,60.4683,-123.273,198.886,6.7786,-131.744,202.906,24.3753,-141.221,202.196,59.1467
14981,9803050545,2,10,1,0.394334,0.194953,47.9522,200.962,87.01,67.0816,190.734,118.825,101.785,170.968,158.615,34.7413,208.351,25.1425,49.0008,218.169,46.2476,74.7499,224.808,86.8328,62.0702,195.931,3.77508,76.3335,209.844,28.9617,97.7684,222.313,77.4219,85.8396,194.704,3.05312,100.765,205.565,28.3138,121.85,214.211,73.3344,117.995,185.337,15.9055,128.31,193.595,33.6068,142.204,201.537,70.1934,0.887139,0.578507,0.139948,-54.673,203.815,59.9294,-63.0301,193.622,92.0919,-89.9392,169.616,127.998,-47.9674,216.107,9.37954,-59.5316,226.426,28.5354,-80.7985,227.311,66.813,-73.2107,215.598,-8.80755,-86.0991,225.516,15.1905,-102.466,223.96,61.4963,-96.1834,206.885,-6.86599,-108.452,214.032,17.5457,-123.859,214.974,60.3989,-123.225,198.454,6.86881,-131.835,202.659,24.3547,-141.473,202.148,59.0854
14982,9803059942,2,10,1,0.394553,0.196306,47.9275,200.927,87.0054,67.0756,190.706,118.812,101.787,170.964,158.606,34.7279,208.287,25.1499,48.9914,218.116,46.2471,74.7517,224.797,86.8184,61.9177,195.789,3.85661,76.2119,209.673,29.0424,97.7698,222.299,77.4069,85.8272,194.649,3.05394,100.754,205.515,28.3114,121.851,214.196,73.3195,117.997,185.294,15.8965,128.308,193.554,33.5994,142.205,201.521,70.1794,0.882625,0.579125,0.131315,-54.7587,203.854,59.8939,-63.1171,193.66,92.0553,-90.0082,169.649,127.972,-48.0881,216.164,9.33786,-59.6518,226.491,28.4897,-80.9043,227.339,66.7762,-73.4512,215.809,-8.87375,-86.3334,225.752,15.1173,-102.57,223.973,61.4609,-96.2813,206.896,-6.89838,-108.555,214.043,17.5111,-123.958,214.975,60.3659,-123.337,198.46,6.83107,-131.944,202.659,24.3198,-141.564,202.138,59.0554
14984,9803078555,2,10,1,0.39506,0.196694,47.8632,200.802,86.9583,67.0395,190.625,118.762,101.766,170.969,158.586,34.7484,208.267,25.1027,49.0102,218.092,46.2026,74.7637,224.789,86.7756,61.8143,195.329,4.02979,76.134,209.335,29.1328,97.7837,222.283,77.3712,85.7968,194.528,3.06524,100.725,205.388,28.3242,121.864,214.172,73.2927,117.983,185.169,15.9119,128.291,193.443,33.61,142.216,201.492,70.1616,0.833602,0.579962,0.120705,-54.9221,203.935,59.8308,-63.2742,193.738,91.9933,-90.1318,169.717,127.927,-48.2847,216.254,9.26521,-59.847,226.598,28.4087,-81.077,227.39,66.7088,-73.7304,215.872,-8.85871,-86.655,226.053,15.0095,-102.739,224.004,61.3949,-96.44,206.915,-6.95734,-108.722,214.066,17.4468,-124.12,214.986,60.3035,-123.627,198.585,6.72115,-132.2,202.746,24.2354,-141.715,202.134,58.9982
14987,9803115947,2,10,1,0.39624,0.198075,47.695,200.491,86.8468,66.9318,190.366,118.63,101.657,170.866,158.532,34.7847,208.246,25.0107,49.0344,218.042,46.1326,74.7572,224.74,86.7247,61.7992,195.254,3.99555,76.1104,209.203,29.1354,97.7853,222.227,77.3421,85.7618,194.389,3.07831,100.683,205.217,28.3551,121.865,214.104,73.2833,118.003,185.095,15.896,128.29,193.345,33.6176,142.212,201.414,70.1657,0.853091,0.583554,0.104504,-55.2352,204.462,59.6686,-63.6008,194.285,91.8338,-90.4682,170.309,127.791,-48.6319,217.015,9.09231,-60.165,227.447,28.2058,-81.345,227.935,66.5387,-74.1889,216.741,-9.03939,-87.1093,227.008,14.7938,-103.01,224.569,61.2235,-96.9666,208.028,-7.2337,-109.231,215.148,17.1882,-124.4,215.573,60.1344,-123.979,199.721,6.51795,-132.552,203.744,24.0644,-142.008,202.738,58.8343
14989,9803134708,2,10,1,0.396941,0.199677,47.6123,200.364,86.7486,66.879,190.271,118.524,101.59,170.866,158.484,34.7669,208.265,24.9507,49.0202,218.031,46.0841,74.7441,224.758,86.6707,61.8124,195.289,3.92587,76.1124,209.206,29.0894,97.7759,222.238,77.299,85.7303,194.312,3.06995,100.647,205.132,28.3528,121.855,214.108,73.251,117.981,185.075,15.8773,128.264,193.318,33.604,142.199,201.411,70.1418,0.860687,0.585052,0.098976,-55.3474,205.021,59.726,-63.7343,194.846,91.8864,-90.6296,170.897,127.84,-48.7362,217.683,9.15205,-60.255,228.151,28.254,-81.4246,228.516,66.5941,-74.2576,217.473,-8.96268,-87.1936,227.767,14.8505,-103.092,225.175,61.2728,-97.05,208.65,-7.18463,-109.315,215.781,17.2337,-124.492,216.203,60.1772,-124.073,200.49,6.56077,-132.66,204.497,24.1041,-142.114,203.387,58.8714
14990,9803144073,2,10,1,0.396351,0.201545,47.5651,200.376,86.7713,66.864,190.261,118.52,101.571,170.859,158.486,34.7496,208.225,24.966,49.0068,217.986,46.0991,74.7389,224.759,86.6728,61.8057,195.277,3.93203,76.1041,209.188,29.1005,97.7715,222.237,77.3035,85.7198,194.281,3.08321,100.633,205.097,28.3702,121.85,214.105,73.2577,117.973,185.069,15.8851,128.253,193.308,33.615,142.194,201.406,70.1499,0.865109,0.585736,0.0964077,-55.4505,205.383,59.8638,-63.8565,195.183,92.0113,-90.7717,171.213,127.936,-48.8192,218.132,9.30332,-60.3406,228.6,28.4038,-81.5194,228.877,66.7395,-74.3104,217.97,-8.81187,-87.266,228.251,14.9964,-103.185,225.546,61.4051,-97.1159,209.082,-7.06251,-109.392,216.198,17.355,-124.587,216.582,60.2922,-124.15,200.981,6.66117,-132.747,204.959,24.2063,-142.213,203.773,58.968
14992,9803162673,2,10,1,0.397034,0.208154,47.4987,200.317,86.7708,66.8407,190.192,118.49,101.555,170.82,158.464,34.6866,208.007,25.0329,48.9513,217.797,46.1475,74.7142,224.744,86.6722,61.7695,195.26,3.93341,76.0655,209.152,29.113,97.7472,222.23,77.3021,85.6739,194.236,3.09445,100.584,205.036,28.3901,121.827,214.103,73.2531,117.897,185.036,15.904,128.182,193.27,33.6339,142.173,201.409,70.1403,0.872206,0.586827,0.0927,-55.4859,205.595,60.4548,-64.0032,195.512,92.61,-91.0833,171.745,128.546,-48.7119,218.261,9.87512,-60.2284,228.843,28.9158,-81.4749,229.207,67.2133,-74.1247,218.166,-8.26732,-87.1121,228.579,15.4662,-103.142,225.945,61.8409,-96.9702,209.313,-6.56479,-109.278,216.53,17.8064,-124.576,217.061,60.7058,-124.445,201.725,6.96847,-132.945,205.63,24.5772,-142.248,204.317,59.378
14994,9803181415,2,10,1,0.39792,0.212158,47.4348,200.231,86.7356,66.7898,190.124,118.453,101.503,170.8,158.45,34.6121,207.891,25.0624,48.8841,217.682,46.1715,74.6679,224.735,86.6646,61.731,195.264,3.9185,76.0213,209.141,29.11,97.7026,222.225,77.2975,85.5909,194.114,3.13419,100.497,204.911,28.4334,121.784,214.102,73.2507,117.761,184.961,15.9594,128.061,193.199,33.6791,142.132,201.41,70.1387,0.883689,0.58396,0.100915,-55.4282,205.986,61.116,-64.0402,195.912,93.2487,-91.2248,172.175,129.125,-48.7882,219.132,10.235,-60.2737,229.691,29.3064,-81.3803,229.478,67.6824,-73.4973,218.109,-7.59398,-86.6087,228.614,16.0303,-103.044,226.251,62.2774,-96.7737,209.517,-6.08235,-109.115,216.795,18.2538,-124.495,217.41,61.1227,-124.537,202.243,7.32478,-132.987,206.104,24.9675,-142.192,204.701,59.7907
14996,9803200070,2,10,1,0.400398,0.216301,47.293,199.954,86.6408,66.713,189.912,118.339,101.412,170.773,158.438,34.4919,207.771,25.1011,48.7757,217.561,46.2024,74.5904,224.722,86.6571,61.677,195.259,3.90269,75.9575,209.126,29.105,97.628,222.216,77.2957,85.4618,193.94,3.20133,100.368,204.747,28.4959,121.712,214.097,73.2536,117.627,184.892,16.0057,127.931,193.131,33.7226,142.061,201.408,70.1443,0.894868,0.578852,0.113667,-55.4051,206.179,61.4929,-64.0133,196.11,93.6281,-91.2673,172.337,129.429,-48.7436,219.323,10.446,-60.2232,229.834,29.5476,-81.3014,229.57,67.9389,-73.0999,217.965,-7.29161,-86.2396,228.365,16.3634,-102.967,226.369,62.5232,-96.7888,209.997,-5.92795,-109.085,217.112,18.4796,-124.43,217.558,61.3631,-124.555,202.573,7.52914,-132.967,206.366,25.2047,-142.144,204.873,60.0317
14998,9803218795,2,10,1,0.404917,0.221659,47.1777,199.633,86.5236,66.654,189.673,118.213,101.329,170.743,158.431,34.2958,207.595,25.2189,48.6168,217.412,46.2826,74.5214,224.705,86.6559,61.6155,195.201,3.91362,75.8892,209.066,29.1212,97.5609,222.202,77.2988,85.3001,193.713,3.30499,100.219,204.543,28.5826,121.646,214.083,73.2601,117.512,184.788,16.0552,127.815,193.033,33.7704,141.996,201.396,70.1525,0.904887,0.568225,0.126738,-55.4578,206.572,61.883,-63.9951,196.42,94.0112,-91.3025,172.413,129.614,-48.7113,219.334,10.5468,-60.1904,229.756,29.6979,-81.2487,229.604,68.1006,-72.8336,217.797,-7.14104,-85.9681,228.046,16.5828,-102.915,226.424,62.677,-96.8411,210.346,-5.85999,-109.09,217.326,18.61,-124.387,217.635,61.5118,-124.461,202.588,7.70293,-132.893,206.415,25.3616,-142.114,204.969,60.1788
14999,9803228078,2,10,1,0.40705,0.2226,47.0867,199.381,86.4624,66.5941,189.506,118.159,101.292,170.727,158.429,34.2143,207.587,25.2479,48.5528,217.386,46.3081,74.4916,224.697,86.6563,61.5891,195.16,3.92389,75.859,209.026,29.133,97.5321,222.194,77.3013,85.2199,193.582,3.36742,100.149,204.44,28.627,121.617,214.076,73.2643,117.465,184.747,16.0754,127.766,192.991,33.7912,141.968,201.388,70.1575,0.906045,0.561819,0.137062,-55.4847,206.716,62.0261,-63.995,196.534,94.1518,-91.3206,172.438,129.681,-48.7486,219.517,10.5182,-60.2274,229.828,29.7294,-81.2357,229.615,68.1592,-72.6479,217.615,-7.06478,-85.7904,227.784,16.6891,-102.902,226.441,62.7315,-96.8477,210.433,-5.82542,-109.087,217.381,18.6585,-124.376,217.658,61.5633,-124.349,202.472,7.79631,-132.815,206.353,25.4266,-142.107,204.997,60.2288
15001,9803246818,2,10,1,0.406255,0.224302,46.9751,199.376,86.4753,66.5419,189.461,118.123,101.211,170.705,158.428,34.0479,207.595,25.2964,48.4231,217.34,46.3563,74.4292,224.684,86.6552,61.5208,195.027,3.9653,75.7839,208.902,29.1735,97.4715,222.181,77.3047,85.1007,193.381,3.45365,100.039,204.278,28.6909,121.557,214.062,73.2717,117.359,184.659,16.1224,127.663,192.91,33.8338,141.907,201.373,70.1677,0.912867,0.554878,0.148279,-55.5961,206.89,62.2168,-64.0233,196.693,94.3595,-91.3689,172.472,129.788,-48.7758,219.48,10.5561,-60.248,229.728,29.8047,-81.2242,229.624,68.2525,-72.4242,217.511,-6.98397,-85.569,227.5,16.8447,-102.89,226.46,62.8166,-96.8537,210.534,-5.7634,-109.083,217.446,18.7358,-124.369,217.69,61.642,-124.361,202.159,7.89773,-132.845,206.187,25.4866,-142.107,205.039,60.304
15003,9803265450,2,10,1,0.406584,0.229831,46.8637,199.344,86.4745,66.4622,189.395,118.092,101.103,170.647,158.425,33.8862,207.428,25.3745,48.2869,217.166,46.4206,74.3502,224.647,86.6574,61.4333,194.824,4.0265,75.6841,208.698,29.2419,97.3962,222.146,77.3153,85.0199,193.241,3.50059,99.9512,204.153,28.7354,121.483,214.027,73.2896,117.229,184.522,16.1956,127.537,192.788,33.8976,141.835,201.339,70.1901,0.854283,0.540589,0.138867,-55.8435,207.033,62.3519,-64.1964,196.841,94.5157,-91.5565,172.541,129.878,-48.9302,219.804,10.4774,-60.4327,229.723,29.88,-81.3687,229.692,68.3498,-72.5937,218.06,-6.98198,-85.7315,227.853,16.932,-103.033,226.535,62.9041,-97.08,210.784,-5.70932,-109.315,217.714,18.7819,-124.514,217.77,61.7196,-124.454,201.783,8.02246,-132.974,205.988,25.5525,-142.255,205.124,60.3732
15005,9803284176,2,10,0.984333,0.409424,0.232443,46.6052,198.711,86.3312,66.2801,188.862,117.933,100.931,170.362,158.371,33.6949,207.25,25.3765,48.1032,216.933,46.4429,74.1847,224.443,86.6623,61.2429,194.469,4.10048,75.4808,208.336,29.3274,97.2369,221.968,77.3289,84.883,193.012,3.5215,99.7955,203.922,28.7682,121.33,213.869,73.3048,117.119,184.424,16.1715,127.409,192.667,33.8949,141.691,201.196,70.1989,0.870711,0.533813,0.135789,-56.2231,206.971,62.7888,-64.6293,196.855,94.9629,-92.1648,172.619,130.234,-49.1292,219.422,10.7346,-60.6364,229.342,30.1338,-81.621,229.567,68.5765,-72.7766,217.81,-6.74256,-85.9191,227.682,17.1363,-103.284,226.474,63.0876,-97.3158,210.747,-5.52816,-109.557,217.708,18.951,-124.794,217.786,61.8754,-125.147,202.091,8.04739,-133.569,206.257,25.6337,-142.578,205.201,60.5206
